,global_unique_identifier,observation_date,category,common_name,scientific_name,state,county,iba_code,usfws_code,lat,long,observer_id,trip_comments,observation_year,observation_month,season,geometry
2152125,URN:CornellLabOfOrnithology:EBIRD:OBS356619790,2015-12-01,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.287648,-86.657371,obsr212351,,2015,12,offseason,POINT (-86.657371 36.287648)
2152126,URN:CornellLabOfOrnithology:EBIRD:OBS362235404,2015-12-17,species,Red-breasted Nuthatch,Sitta canadensis,Tennessee,Davidson,,,36.0824583,-86.8942045,obsr672526,all birds observed from the back deck of the apartment in the late morning sun. beautiful day and lots of birds moving about.<br />Submitted from eBird Android 1.0.1,2015,12,offseason,POINT (-86.8942045 36.0824583)
2152264,URN:CornellLabOfOrnithology:EBIRD:OBS361209951,2015-12-24,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr108380,,2015,12,offseason,POINT (-86.6206741 36.1101431)
2152472,URN:CornellLabOfOrnithology:EBIRD:OBS356770891,2015-12-01,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,,,36.1916895,-86.7154795,obsr618579,,2015,12,offseason,POINT (-86.7154795 36.1916895)
2152473,URN:CornellLabOfOrnithology:EBIRD:OBS356775590,2015-12-02,species,Snow Goose,Anser caerulescens,Tennessee,Davidson,,,36.1938622,-86.8029092,obsr192824,,2015,12,offseason,POINT (-86.8029092 36.1938622)
2186752,URN:CornellLabOfOrnithology:EBIRD:OBS369985899,2016-01-30,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr212351,<br />Submitted from eBird Android 1.0.1,2016,1,offseason,POINT (-86.6206741 36.1101431)
2186753,URN:CornellLabOfOrnithology:EBIRD:OBS369625089,2016-01-30,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.2404767,-86.6438231,obsr164304,,2016,1,offseason,POINT (-86.64382310000001 36.2404767)
2186754,URN:CornellLabOfOrnithology:EBIRD:OBS369638463,2016-01-30,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr164304,,2016,1,offseason,POINT (-86.6206741 36.1101431)
2186755,URN:CornellLabOfOrnithology:EBIRD:OBS369684730,2016-01-30,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.2404767,-86.6438231,obsr212351,<br />Submitted from eBird Android 1.0.1,2016,1,offseason,POINT (-86.64382310000001 36.2404767)
2186887,URN:CornellLabOfOrnithology:EBIRD:OBS369472230,2016-01-28,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1521921,-86.9284072,obsr354242,"47F clear  <br />Submitted from eBird for iOS, version 1.1.5 Build 44",2016,1,offseason,POINT (-86.9284072 36.1521921)
2186888,URN:CornellLabOfOrnithology:EBIRD:OBS362769667,2016-01-01,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr108380,"Overcast am, clear pm temperature 33-42F, wind N 5-10 mph additional Observers, Richard Connors, Kristy Baker, Melinda Welton, Sarah Scott, Jan Shaw. <br />Submitted from BirdLog NA for iOS, version 1.8",2016,1,offseason,POINT (-86.6022437 36.1084577)
2186889,URN:CornellLabOfOrnithology:EBIRD:OBS370735837,2016-01-23,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1597818,-86.6214949,obsr689648,,2016,1,offseason,POINT (-86.6214949 36.1597818)
2186890,URN:CornellLabOfOrnithology:EBIRD:OBS363602673,2016-01-01,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr107306,,2016,1,offseason,POINT (-86.6022437 36.1084577)
2186891,URN:CornellLabOfOrnithology:EBIRD:OBS362746951,2016-01-01,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr675823,,2016,1,offseason,POINT (-86.6022437 36.1084577)
2186892,URN:CornellLabOfOrnithology:EBIRD:OBS364658150,2016-01-09,species,American Woodcock,Scolopax minor,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2016,1,offseason,POINT (-86.7073683 36.1781386)
2186893,URN:CornellLabOfOrnithology:EBIRD:OBS368309196,2016-01-24,species,American Tree Sparrow,Spizelloides arborea,Tennessee,Davidson,,,36.0623784,-86.9479251,obsr186024,,2016,1,offseason,POINT (-86.94792510000001 36.0623784)
2186894,URN:CornellLabOfOrnithology:EBIRD:OBS368671365,2016-01-25,species,American Tree Sparrow,Spizelloides arborea,Tennessee,Davidson,,,36.062268,-86.947897,obsr101041,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.947897 36.062268)
2186895,URN:CornellLabOfOrnithology:EBIRD:OBS368589136,2016-01-25,species,American Tree Sparrow,Spizelloides arborea,Tennessee,Davidson,,,36.0623784,-86.9479251,obsr186024,,2016,1,offseason,POINT (-86.94792510000001 36.0623784)
2186896,URN:CornellLabOfOrnithology:EBIRD:OBS368592639,2016-01-25,species,American Tree Sparrow,Spizelloides arborea,Tennessee,Davidson,,,36.0623784,-86.9479251,obsr186024,,2016,1,offseason,POINT (-86.94792510000001 36.0623784)
2186897,URN:CornellLabOfOrnithology:EBIRD:OBS368065703,2016-01-23,species,American Tree Sparrow,Spizelloides arborea,Tennessee,Davidson,,,36.0630045,-86.9486933,obsr186024,,2016,1,offseason,POINT (-86.9486933 36.0630045)
2186898,URN:CornellLabOfOrnithology:EBIRD:OBS368305105,2016-01-24,species,American Tree Sparrow,Spizelloides arborea,Tennessee,Davidson,,,36.0623784,-86.9479251,obsr186024,,2016,1,offseason,POINT (-86.94792510000001 36.0623784)
2186899,URN:CornellLabOfOrnithology:EBIRD:OBS368373718,2016-01-24,species,American Tree Sparrow,Spizelloides arborea,Tennessee,Davidson,,,36.0623784,-86.9479251,obsr186024,,2016,1,offseason,POINT (-86.94792510000001 36.0623784)
2186900,URN:CornellLabOfOrnithology:EBIRD:OBS368303803,2016-01-24,species,American Tree Sparrow,Spizelloides arborea,Tennessee,Davidson,,,36.0623784,-86.9479251,obsr186024,,2016,1,offseason,POINT (-86.94792510000001 36.0623784)
2188103,URN:CornellLabOfOrnithology:EBIRD:OBS364142646,2016-01-05,species,Eurasian Collared-Dove,Streptopelia decaocto,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr429352,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.56797570000001 36.1312841)
2188104,URN:CornellLabOfOrnithology:EBIRD:OBS363796031,2016-01-05,species,Eurasian Collared-Dove,Streptopelia decaocto,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr611141,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.56797570000001 36.1312841)
2188546,URN:CornellLabOfOrnithology:EBIRD:OBS363265289,2016-01-03,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.2945967,-86.6581845,obsr419900,,2016,1,offseason,POINT (-86.6581845 36.2945967)
2188918,URN:CornellLabOfOrnithology:EBIRD:OBS362769633,2016-01-01,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr108380,"Overcast am, clear pm temperature 33-42F, wind N 5-10 mph additional Observers, Richard Connors, Kristy Baker, Melinda Welton, Sarah Scott, Jan Shaw. <br />Submitted from BirdLog NA for iOS, version 1.8",2016,1,offseason,POINT (-86.6022437 36.1084577)
2188919,URN:CornellLabOfOrnithology:EBIRD:OBS364830337,2016-01-09,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr439294,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.6022437 36.1084577)
2188920,URN:CornellLabOfOrnithology:EBIRD:OBS362746917,2016-01-01,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr675823,,2016,1,offseason,POINT (-86.6022437 36.1084577)
2188921,URN:CornellLabOfOrnithology:EBIRD:OBS363602601,2016-01-01,species,Merlin,Falco columbarius,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr107306,,2016,1,offseason,POINT (-86.6022437 36.1084577)
2189332,URN:CornellLabOfOrnithology:EBIRD:OBS365469328,2016-01-12,species,Northern Pintail,Anas acuta,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr391580,"CW including East Lot,  Education Center Road and Spillway Road (4.93 mi). Partly cloudy 36-45 dF breezy.  <br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.8016968 36.0602989)
2189333,URN:CornellLabOfOrnithology:EBIRD:OBS362577336,2016-01-01,species,Northern Pintail,Anas acuta,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr447744,,2016,1,offseason,POINT (-86.8016968 36.0602989)
2189334,URN:CornellLabOfOrnithology:EBIRD:OBS365965542,2016-01-14,species,Northern Pintail,Anas acuta,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr565694,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.8016968 36.0602989)
2189335,URN:CornellLabOfOrnithology:EBIRD:OBS368657965,2016-01-25,species,Northern Pintail,Anas acuta,Tennessee,Davidson,,,36.2404767,-86.6438231,obsr164304,,2016,1,offseason,POINT (-86.64382310000001 36.2404767)
2189336,URN:CornellLabOfOrnithology:EBIRD:OBS365986897,2016-01-14,species,Northern Pintail,Anas acuta,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr391580,"CCW including Education Center Road and East Lot. Sunny 56-61 dF.  <br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.8016968 36.0602989)
2189365,URN:CornellLabOfOrnithology:EBIRD:OBS367180199,2016-01-19,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr618579,,2016,1,offseason,POINT (-86.6206741 36.1101431)
2189366,URN:CornellLabOfOrnithology:EBIRD:OBS369214420,2016-01-18,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr347082,,2016,1,offseason,POINT (-86.6206741 36.1101431)
2189367,URN:CornellLabOfOrnithology:EBIRD:OBS366687762,2016-01-17,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr60808,<br />Submitted from eBird Android 1.0.1,2016,1,offseason,POINT (-86.6206741 36.1101431)
2189368,URN:CornellLabOfOrnithology:EBIRD:OBS366971847,2016-01-17,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr354242,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.6206741 36.1101431)
2189465,URN:CornellLabOfOrnithology:EBIRD:OBS362769638,2016-01-01,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr108380,"Overcast am, clear pm temperature 33-42F, wind N 5-10 mph additional Observers, Richard Connors, Kristy Baker, Melinda Welton, Sarah Scott, Jan Shaw. <br />Submitted from BirdLog NA for iOS, version 1.8",2016,1,offseason,POINT (-86.6022437 36.1084577)
2189466,URN:CornellLabOfOrnithology:EBIRD:OBS363602614,2016-01-01,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr107306,,2016,1,offseason,POINT (-86.6022437 36.1084577)
2189467,URN:CornellLabOfOrnithology:EBIRD:OBS365220834,2016-01-05,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr108380,,2016,1,offseason,POINT (-86.6206741 36.1101431)
2189468,URN:CornellLabOfOrnithology:EBIRD:OBS364830346,2016-01-09,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr439294,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.6022437 36.1084577)
2189469,URN:CornellLabOfOrnithology:EBIRD:OBS362746922,2016-01-01,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr675823,,2016,1,offseason,POINT (-86.6022437 36.1084577)
2189660,URN:CornellLabOfOrnithology:EBIRD:OBS363796030,2016-01-05,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr611141,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.56797570000001 36.1312841)
2189661,URN:CornellLabOfOrnithology:EBIRD:OBS364142645,2016-01-05,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr429352,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.56797570000001 36.1312841)
2189662,URN:CornellLabOfOrnithology:EBIRD:OBS363602615,2016-01-01,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr107306,,2016,1,offseason,POINT (-86.6022437 36.1084577)
2189663,URN:CornellLabOfOrnithology:EBIRD:OBS362769639,2016-01-01,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr108380,"Overcast am, clear pm temperature 33-42F, wind N 5-10 mph additional Observers, Richard Connors, Kristy Baker, Melinda Welton, Sarah Scott, Jan Shaw. <br />Submitted from BirdLog NA for iOS, version 1.8",2016,1,offseason,POINT (-86.6022437 36.1084577)
2189664,URN:CornellLabOfOrnithology:EBIRD:OBS362746923,2016-01-01,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr675823,,2016,1,offseason,POINT (-86.6022437 36.1084577)
2189665,URN:CornellLabOfOrnithology:EBIRD:OBS362980507,2016-01-01,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1057051,-86.5808487,obsr235001,This was part of the CBC.  This is not the official record and only includes birds I saw or heard during the count.  I am unsure of exact miles.,2016,1,offseason,POINT (-86.5808487 36.1057051)
2189666,URN:CornellLabOfOrnithology:EBIRD:OBS365683405,2016-01-13,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr101041,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,1,offseason,POINT (-86.6022437 36.1084577)
2238772,URN:CornellLabOfOrnithology:EBIRD:OBS375568941,2016-02-20,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr212351,<br />Submitted from eBird Android 1.0.2,2016,2,offseason,POINT (-86.56797570000001 36.1312841)
2238773,URN:CornellLabOfOrnithology:EBIRD:OBS375737571,2016-02-20,species,American Pipit,Anthus rubescens,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr164304,,2016,2,offseason,POINT (-86.56797570000001 36.1312841)
2239010,URN:CornellLabOfOrnithology:EBIRD:OBS375549707,2016-02-20,species,American Woodcock,Scolopax minor,Tennessee,Davidson,US-TN_2843,,36.1663541,-86.7247826,obsr391641,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",2016,2,offseason,POINT (-86.7247826 36.1663541)
2239011,URN:CornellLabOfOrnithology:EBIRD:OBS376640836,2016-02-23,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1521921,-86.9284072,obsr86051,,2016,2,offseason,POINT (-86.9284072 36.1521921)
2239012,URN:CornellLabOfOrnithology:EBIRD:OBS372686496,2016-02-11,species,American Woodcock,Scolopax minor,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr238583,,2016,2,offseason,POINT (-86.7073683 36.1781386)
2239013,URN:CornellLabOfOrnithology:EBIRD:OBS377226006,2016-02-26,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1521921,-86.9284072,obsr186024,,2016,2,offseason,POINT (-86.9284072 36.1521921)
2240085,URN:CornellLabOfOrnithology:EBIRD:OBS371957711,2016-02-08,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.293249,-86.6878734,obsr439294,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,2,offseason,POINT (-86.6878734 36.293249)
2240086,URN:CornellLabOfOrnithology:EBIRD:OBS374420469,2016-02-15,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.293249,-86.6878734,obsr600921,,2016,2,offseason,POINT (-86.6878734 36.293249)
2240087,URN:CornellLabOfOrnithology:EBIRD:OBS374307117,2016-02-15,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.293249,-86.6878734,obsr426304,,2016,2,offseason,POINT (-86.6878734 36.293249)
2240088,URN:CornellLabOfOrnithology:EBIRD:OBS374085898,2016-02-15,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.293249,-86.6878734,obsr439294,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,2,offseason,POINT (-86.6878734 36.293249)
2240089,URN:CornellLabOfOrnithology:EBIRD:OBS371635988,2016-02-07,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.293249,-86.6878734,obsr115242,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",2016,2,offseason,POINT (-86.6878734 36.293249)
2240090,URN:CornellLabOfOrnithology:EBIRD:OBS373637719,2016-02-14,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.293249,-86.6878734,obsr212351,<br />Submitted from eBird Android 1.0.2,2016,2,offseason,POINT (-86.6878734 36.293249)
2240091,URN:CornellLabOfOrnithology:EBIRD:OBS374298431,2016-02-15,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.293249,-86.6878734,obsr358441,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,2,offseason,POINT (-86.6878734 36.293249)
2240092,URN:CornellLabOfOrnithology:EBIRD:OBS371525977,2016-02-07,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.293249,-86.6878734,obsr164304,,2016,2,offseason,POINT (-86.6878734 36.293249)
2240093,URN:CornellLabOfOrnithology:EBIRD:OBS371558269,2016-02-07,species,Common Merganser,Mergus merganser,Tennessee,Davidson,,,36.293249,-86.6878734,obsr212351,<br />Submitted from eBird Android 1.0.2,2016,2,offseason,POINT (-86.6878734 36.293249)
2240631,URN:CornellLabOfOrnithology:EBIRD:OBS374807299,2016-02-16,species,Eurasian Collared-Dove,Streptopelia decaocto,Tennessee,Davidson,,,36.1315406,-86.8837345,obsr711728,,2016,2,offseason,POINT (-86.8837345 36.1315406)
2241157,URN:CornellLabOfOrnithology:EBIRD:OBS375596805,2016-02-20,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.2404767,-86.6438231,obsr164304,,2016,2,offseason,POINT (-86.64382310000001 36.2404767)
2241158,URN:CornellLabOfOrnithology:EBIRD:OBS375704146,2016-02-20,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.2404767,-86.6438231,obsr212351,<br />Submitted from eBird Android 1.0.2,2016,2,offseason,POINT (-86.64382310000001 36.2404767)
2241159,URN:CornellLabOfOrnithology:EBIRD:OBS376508121,2016-02-23,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.241254,-86.642304,obsr439294,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,2,offseason,POINT (-86.642304 36.241254)
2241160,URN:CornellLabOfOrnithology:EBIRD:OBS375441833,2016-02-19,species,Greater Scaup,Aythya marila,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr115242,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",2016,2,offseason,POINT (-86.8016968 36.0602989)
2242392,URN:CornellLabOfOrnithology:EBIRD:OBS377212088,2016-02-26,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1101431,-86.6206741,obsr108380,boat ramp and model boat areas,2016,2,offseason,POINT (-86.6206741 36.1101431)
2242393,URN:CornellLabOfOrnithology:EBIRD:OBS371828849,2016-02-07,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.293249,-86.6878734,obsr419900,walked south side of the pond and then drove around to turnaround at end of Val Marie Drive,2016,2,offseason,POINT (-86.6878734 36.293249)
2242394,URN:CornellLabOfOrnithology:EBIRD:OBS377677050,2016-02-28,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr565694,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",2016,2,offseason,POINT (-86.6022437 36.1084577)
2242395,URN:CornellLabOfOrnithology:EBIRD:OBS378458471,2016-02-29,species,Red-breasted Nuthatch,Sitta canadensis,Tennessee,Davidson,,,36.1315406,-86.8837345,obsr711728,,2016,2,offseason,POINT (-86.8837345 36.1315406)
2242611,URN:CornellLabOfOrnithology:EBIRD:OBS371042055,2016-02-05,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr439294,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,2,offseason,POINT (-86.56797570000001 36.1312841)
2242612,URN:CornellLabOfOrnithology:EBIRD:OBS373695635,2016-02-14,species,Red-throated Loon,Gavia stellata,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr212351,<br />Submitted from eBird Android 1.0.2,2016,2,offseason,POINT (-86.56797570000001 36.1312841)
2292055,URN:CornellLabOfOrnithology:EBIRD:OBS378966681,2016-03-05,species,American Pipit,Anthus rubescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr212351,Birded the airport ponds.,2016,3,spring migration,POINT (-86.7073683 36.1781386)
2292056,URN:CornellLabOfOrnithology:EBIRD:OBS379092222,2016-03-05,species,American Pipit,Anthus rubescens,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2016,3,spring migration,POINT (-86.7073683 36.1781386)
2292259,URN:CornellLabOfOrnithology:EBIRD:OBS378938021,2016-03-05,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1521921,-86.9284072,obsr212351,<br />Submitted from eBird Android 1.0.2,2016,3,spring migration,POINT (-86.9284072 36.1521921)
2292260,URN:CornellLabOfOrnithology:EBIRD:OBS384102616,2016-03-19,species,American Woodcock,Scolopax minor,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr212351,"Birded Phase One before dawn for owls, and then headed to the lake and Cornelia Fort.",2016,3,spring migration,POINT (-86.7073683 36.1781386)
2292261,URN:CornellLabOfOrnithology:EBIRD:OBS379092147,2016-03-05,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1521921,-86.9284072,obsr164304,,2016,3,spring migration,POINT (-86.9284072 36.1521921)
2292262,URN:CornellLabOfOrnithology:EBIRD:OBS384127908,2016-03-19,species,American Woodcock,Scolopax minor,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2016,3,spring migration,POINT (-86.7073683 36.1781386)
2292263,URN:CornellLabOfOrnithology:EBIRD:OBS379457930,2016-03-06,species,American Woodcock,Scolopax minor,Tennessee,Davidson,,,36.1521921,-86.9284072,obsr439294,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",2016,3,spring migration,POINT (-86.9284072 36.1521921)
2293903,URN:CornellLabOfOrnithology:EBIRD:OBS556616211,2016-03-17,species,Eurasian Collared-Dove,Streptopelia decaocto,Tennessee,Davidson,,,36.1476074,-86.813187,obsr711728,,2016,3,spring migration,POINT (-86.813187 36.1476074)
2294333,URN:CornellLabOfOrnithology:EBIRD:OBS386318872,2016-03-23,species,Greater Scaup,Aythya marila,Tennessee,Davidson,US-TN_2841,,36.0602989,-86.8016968,obsr552271,,2016,3,spring migration,POINT (-86.8016968 36.0602989)
2294334,URN:CornellLabOfOrnithology:EBIRD:OBS380597318,2016-03-11,species,Greater Scaup,Aythya marila,Tennessee,Davidson,,,36.1568898,-86.6181025,obsr618579,,2016,3,spring migration,POINT (-86.61810250000001 36.1568898)
2294335,URN:CornellLabOfOrnithology:EBIRD:OBS387209585,2016-03-31,species,Greater Yellowlegs,Tringa melanoleuca,Tennessee,Davidson,,,36.287648,-86.657371,obsr186024,,2016,3,spring migration,POINT (-86.657371 36.287648)
2294336,URN:CornellLabOfOrnithology:EBIRD:OBS387219016,2016-03-31,species,Greater Yellowlegs,Tringa melanoleuca,Tennessee,Davidson,,,36.287648,-86.657371,obsr164304,,2016,3,spring migration,POINT (-86.657371 36.287648)
2294337,URN:CornellLabOfOrnithology:EBIRD:OBS386441836,2016-03-28,species,Greater Yellowlegs,Tringa melanoleuca,Tennessee,Davidson,,,36.287648,-86.657371,obsr164304,,2016,3,spring migration,POINT (-86.657371 36.287648)
2294338,URN:CornellLabOfOrnithology:EBIRD:OBS387288903,2016-03-31,species,Greater Yellowlegs,Tringa melanoleuca,Tennessee,Davidson,,,36.1908178,-86.700604,obsr618579,,2016,3,spring migration,POINT (-86.700604 36.1908178)
2294638,URN:CornellLabOfOrnithology:EBIRD:OBS385220782,2016-03-23,species,Lesser Yellowlegs,Tringa flavipes,Tennessee,Davidson,,,36.1908178,-86.700604,obsr618579,,2016,3,spring migration,POINT (-86.700604 36.1908178)
2295230,URN:CornellLabOfOrnithology:EBIRD:OBS379837336,2016-03-08,species,Northern Pintail,Anas acuta,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr115242,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",2016,3,spring migration,POINT (-86.6022437 36.1084577)
2295317,URN:CornellLabOfOrnithology:EBIRD:OBS379092272,2016-03-05,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr164304,,2016,3,spring migration,POINT (-86.6022437 36.1084577)
2295318,URN:CornellLabOfOrnithology:EBIRD:OBS379032876,2016-03-05,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr212351,Good viewing conditions with calm water and almost no heat shimmer - great weather for a three-loon day!,2016,3,spring migration,POINT (-86.6022437 36.1084577)
2295319,URN:CornellLabOfOrnithology:EBIRD:OBS379648287,2016-03-07,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr358441,<br />Submitted from eBird Android 1.0.2,2016,3,spring migration,POINT (-86.6022437 36.1084577)
2295320,URN:CornellLabOfOrnithology:EBIRD:OBS380188915,2016-03-09,species,Pacific Loon,Gavia pacifica,Tennessee,Davidson,,,36.1084577,-86.6022437,obsr401620,,2016,3,spring migration,POINT (-86.6022437 36.1084577)
2295325,URN:CornellLabOfOrnithology:EBIRD:OBS384127924,2016-03-19,species,Pectoral Sandpiper,Calidris melanotos,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr164304,,2016,3,spring migration,POINT (-86.7073683 36.1781386)
2295326,URN:CornellLabOfOrnithology:EBIRD:OBS384102632,2016-03-19,species,Pectoral Sandpiper,Calidris melanotos,Tennessee,Davidson,US-TN_2843,,36.1781386,-86.7073683,obsr212351,"Birded Phase One before dawn for owls, and then headed to the lake and Cornelia Fort.",2016,3,spring migration,POINT (-86.7073683 36.1781386)
2295327,URN:CornellLabOfOrnithology:EBIRD:OBS380985634,2016-03-13,species,Pectoral Sandpiper,Calidris melanotos,Tennessee,Davidson,,,36.2039929,-86.65006,obsr164304,,2016,3,spring migration,POINT (-86.65006 36.2039929)
2295453,URN:CornellLabOfOrnithology:EBIRD:OBS378849282,2016-03-04,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1568898,-86.6181025,obsr108380,,2016,3,spring migration,POINT (-86.61810250000001 36.1568898)
2295454,URN:CornellLabOfOrnithology:EBIRD:OBS378851182,2016-03-04,species,Red-breasted Merganser,Mergus serrator,Tennessee,Davidson,,,36.1312841,-86.5679757,obsr108380,,2016,3,spring migration,POINT (-86.56797570000001 36.1312841)
